X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,SEGKEY,UNITTYPE,OLD_ID,APPROACH,MARKING_TYPE,SCHOOL,MIDBLOCK_CROSSWALK,INSTALL_DATE,COLOR,COMMENTS,CATEGORY,OWNERSHIP_DATE,CURRENT_STATUS_DATE,MAINTAINED_BY,MAINTENANCE_AGREEMENT,CURBSPACEID,MAINT_DISTRICT,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT,CROSSWALK_CONTROL,MATERIAL,ONSTREET,XSTRLOW,MEAS_FROM_LOW,DISTTOLOW,STPOINT,XSTRHI,MEAS_FROM_HI,DISTTOHI,OFFSET,SIDE,MEASUREMENT_ORIGIN,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,MAINTENANCE_GROUP,NUM_ATTACHMENTS
1270969.74111307,223917.486673638,1079,521847,XWK-1075,4TH AVE 0070 BLOCK C SIDE (  24) 24 FT NW/O CHERRY ST,GOOD,2012/09/30 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,6123,XWK,Old ID # 280,NW,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #31175 <br>4 AVE & CHERRY ST, N",XWK,1970/01/01 00:00:00+00,2012/10/24 00:00:00+00, ,,,CENTRAL,,-122.331003220019,47.6040043714477, ,THRPL,4TH AVE,CHERRY ST,Y,24,0,COLUMBIA ST,N,282,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1269977.66665365,213534.0769943,1080,521228,XWK-769,1ST AVE S 0320 BLOCK C SIDE (  31) 31 FT S/O S HANFORD ST,GOOD,2014/12/31 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,1210,XWK,Old ID # 55,S,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"1 AVE S & S HANFORD ST, S",XWK,1970/01/01 00:00:00+00,2008/10/02 00:00:00+00, ,,,SOUTH,,-122.334203073085,47.5754907696069, ,THRPL,1ST AVE S,S HANFORD ST,Y,31,0,S HORTON ST,N,403,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1275731.23421472,234098.842951298,1081,520832,XWK-1474,15TH AVE E 0120 BLOCK C SIDE ( 555) 555 FT N/O E HIGHLAND DR,GOOD,2017/05/17 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,2018,XWK,Old ID # 307,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #13035 5/22/97 <br>15 AVE E &amp; E GALER ST, S</p><p>Field showed good 4/15/12</p><p><br></p><p>Remarked per WO 517621</p>",XWK,1970/01/01 00:00:00+00,2012/04/15 00:00:00+00,SDOT,,,CENTRAL,,-122.312498993053,47.6321636831318,STOPSIGN,THRPL,15TH AVE E,E HIGHLAND DR,Y,555,0,E GALER ST,N,62,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR1,0
1273804.76365823,232844.4753813,1082,511360,XWK-1,10TH AVE E 0090 BLOCK C SIDE ( 655) 17 FT S/O E PROSPECT ST,GOOD,2014/08/11 00:00:00+00, ,INSVC,DISTRICT3, ,N,16,1291,XWK,,S,LADER,N,N,2009/11/24 00:00:00+00,WHT,,XWK,1970/01/01 00:00:00+00,2009/11/24 00:00:00+00, ,,,CENTRAL,,-122.320212538594,47.6286237166269, ,THRPL,10TH AVE E,E ALOHA ST,N,655,0,E PROSPECT ST,Y,17,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR1,0
1270046.00903665,246201.608771965,1083,524122,XWK-2592,N 50TH ST 0170 BLOCK C SIDE ( 286) 286 FT E/O DENSMORE AVE N,GOOD,2017/07/12 00:00:00+00,SDOT,INSVC,DISTRICT6,DISTRICT4,N,16,15650,XWK,Old ID # 525,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #18482 <br>WALLINGFORD AVE N &amp; N 50 ST, W</p><p><br></p><p>Remarked per WO 528218</p>",XWK,1970/01/01 00:00:00+00,2009/02/10 00:00:00+00,SDOT,,,NORTH,,-122.336511194544,47.6650350397094, ,THRPL,N 50TH ST,DENSMORE AVE N,Y,286,0,WALLINGFORD AVE N,N,24,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR2,0
1269522.0602814,225660.490733549,1084,522180,XWK-1030,UNION ST 0020 BLOCK C SIDE ( 287) 35 FT SW/O 3RD AVE,GOOD,2016/07/25 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,13180,XWK,Old ID # 221,SW,LADER,N,N,1970/01/01 00:00:00+00,WHT,"3 AVE & UNION ST, W",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00,SDOT,,,CENTRAL,,-122.337008405072,47.6087045033815, ,THRPL,UNION ST,2ND AVE,N,287,0,3RD AVE,Y,35,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1260202.63075756,251040.397978887,1085,592317,XWK-5268,NW 67TH ST 0150 BLOCK C SIDE (  20) 20 FT W/O 15TH AVE NW,GOOD,2017/08/14 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,18666,XWK,,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,<p>Remarked per WO 534614</p>,XWK,1970/01/01 00:00:00+00,2012/12/03 00:00:00+00,SDOT,,,NORTH,,-122.376844569268,47.6777637680946, ,THRPL,NW 67TH ST,15TH AVE NW,Y,20,0,16TH AVE NW,N,245,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR1,0
1254273.93362547,210632.970919877,1086,672095,XWK-5840,SW DAKOTA ST 0510 BLOCK C SIDE (  20) 20 FT W/O 51ST AVE SW,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,22059,XWK,,W,LADER,N,N,2017/08/01 00:00:00+00,WHT,,XWK,2017/08/01 00:00:00+00,2017/08/01 00:00:00+00,SDOT,,,SOUTH,,-122.397572224423,47.5666816925828, ,THRPL,SW DAKOTA ST,51ST AVE SW,Y,20,0,52ND AVE SW,N,310,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR3,0
1259415.93154356,205187.552676886,1087,521454,XWK-4743,35TH AVE SW 0540 BLOCK C SIDE ( 635) 29 FT N/O SW FINDLAY ST,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,5456,XWK,Old ID # 173,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"35 AVE SW & SW FINDLAY ST, N",XWK,1970/01/01 00:00:00+00,2009/01/06 00:00:00+00, ,,,SOUTH,,-122.376305728152,47.5520407329872, ,THRPL,35TH AVE SW,SW BRANDON ST,N,635,0,SW FINDLAY ST,Y,29,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR3,0
1272345.88895132,220910.480220467,1088,524917,XWK-4274,S DEARBORN ST 0060 BLOCK C SIDE ( 293) 29 FT W/O MAYNARD AVE S,GOOD,2012/10/15 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,19827,XWK,Old ID # 1125,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"MAYNARD AVE S & S DEARBORN ST, W",XWK,1970/01/01 00:00:00+00,2008/11/21 00:00:00+00, ,,,SOUTH,,-122.325189692067,47.595835522434, ,THRPL,S DEARBORN ST,6TH AVE S,N,293,0,MAYNARD AVE S,Y,29,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR1,0
1259163.47141856,198380.091554299,1089,525255,XWK-4758,SW HOLDEN ST 0350 BLOCK C SIDE (  38) 38 FT W/O 35TH S AVE SW,GOOD,2014/07/17 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,22384,XWK,Old ID # 201,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"35 AVE SW & SW HOLDEN ST (FR WEST)   (B), W",XWK,1970/01/01 00:00:00+00,2009/01/06 00:00:00+00, ,,,SOUTH,,-122.376775019193,47.5333680075587,SIGNAL,THRPL,SW HOLDEN ST,35TH S AVE SW,Y,38,0,36TH AVE SW,N,293,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR2,0
1266979.59883089,231014.654565886,1090,523400,XWK-1629,REPUBLICAN ST 0040 BLOCK C SIDE ( 296) 38 FT W/O 5TH AVE N,POOR,2014/08/05 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,12555,XWK,Old ID # 89,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #17908 9/14/99 <br>5 AVE N & REPUBLICAN ST, W",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00, ,,,CENTRAL,,-122.347740466591,47.6232433959892,SIGNAL,THRPL,REPUBLICAN ST,4TH AVE N,N,296,0,5TH AVE N,Y,38,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1272377.04308848,234212.615361556,1091,522380,XWK-3324,FAIRVIEW AVE N 0140 BLOCK C SIDE ( 171) 171 FT NE/O FAIRVIEW AVE E,GOOD,2017/06/21 00:00:00+00,SDOT,INSVC,DISTRICT4,DISTRICT3,N,16,10358,XWK,Old ID # 757,SW,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #29295 6/04 <br>EASTLAKE AVE &amp; FAIRVIEW AVE N, W</p><p><br></p><p>Remarked per WO 528518</p>",XWK,1970/01/01 00:00:00+00,2009/01/14 00:00:00+00,SDOT,,,CENTRAL,,-122.326109159169,47.6322979845283,SIGNAL,THRPL,FAIRVIEW AVE N,FAIRVIEW AVE E,Y,171,0,EASTLAKE AVE E,N,75,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR1,0
1271556.05326064,223559.547100797,1092,522082,XWK-607,5TH AVE 0050 BLOCK C SIDE (  30) 30 FT NW/O JEFFERSON ST,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT3,DISTRICT7,N,16,7225,XWK,Old ID # 374,NW,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #36522 4/20/07 <br>5 AVE & JEFFERSON ST, N",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.328598827375,47.6030545236156, ,THRPL,5TH AVE,JEFFERSON ST,Y,30,0,JAMES ST,N,276,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR3,0
1287082.10751031,201969.592577383,1093,524146,XWK-4655,WILSON AVE S 0630 BLOCK C SIDE ( 506) 54 FT N/O SEWARD PARK N AVE S,GOOD,2012/09/15 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,13620,XWK,Old ID # 1507,N,LADER,N,N,1970/01/01 00:00:00+00, ,"not visible<br>WILSON AVE S & SEWARD RK AVE S, N",XWK,1970/01/01 00:00:00+00,2012/02/21 00:00:00+00, ,,,SOUTH,,-122.264048143297,47.5446856717933, ,THRPL,WILSON AVE S,S GRAHAM ST,N,506,0,SEWARD PARK N AVE S,Y,54,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR4,0
1282147.00845665,233223.613730639,1094,524076,XWK-2580,E MADISON ST 0360 BLOCK C SIDE ( 139) 139 FT NE/O 36TH AVE E,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,14369,XWK,Old ID # 523,NE,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"WI #24802 <br> School # 053<br>36 AVE & E MADISON ST, E",XWK,1970/01/01 00:00:00+00,2015/07/23 00:00:00+00, ,,,CENTRAL,,-122.286415804373,47.6300997558222,FLSH-BCN,THRPL,E MADISON ST,36TH AVE E,Y,139,0,37TH AVE E,N,333,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR3,0
1275833.5949024,216150.131473467,1095,524905,XWK-568,S COLLEGE ST 0170 BLOCK C SIDE (  24) 24 FT E/O 17TH AVE S,POOR,2014/08/19 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,19675,XWK,Old ID # 487,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"17 AVE S & S COLLEGE ST, E",XWK,1970/01/01 00:00:00+00,2012/02/21 00:00:00+00, ,,,SOUTH,,-122.310686532701,47.5829719426593, ,THRPL,S COLLEGE ST,17TH AVE S,Y,24,0,18TH AVE S,N,298,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1274603.59834665,243405.271844968,1096,523558,XWK-3992,ROOSEVELT WAY NE 0415 BLOCK C SIDE (  36) 36 FT N/O NE 42ND S ST,GOOD,2018/06/07 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,12595,XWK,Old ID # 1019,N,LADER,N,N,1970/01/01 00:00:00+00,WHT," School # 45<br>ROOSEVELT WAY NE & NE 42 ST (FR W), N",XWK,1970/01/01 00:00:00+00,2012/12/19 00:00:00+00, ,,,NORTH,,-122.317799591259,47.6576128862126, ,THRPL,ROOSEVELT WAY NE,NE 42ND S ST,Y,36,0,NE 42ND N ST,N,276,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR2,0
1259205.74758072,198551.759189963,1097,521463,XWK-4755,35TH AVE SW 0763 BLOCK C SIDE (  90) 36 FT N/O SW HOLDEN N ST,GOOD,2014/07/17 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,5469,XWK,Old ID # 197,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"35 AVE SW & SW HOLDEN ST (FR EAST)   (A), N",XWK,1970/01/01 00:00:00+00,2009/01/06 00:00:00+00, ,,,SOUTH,,-122.376617850887,47.5338408632968, ,THRPL,35TH AVE SW,SW IDA ST,N,90,0,SW HOLDEN N ST,Y,36,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR2,0
1265710.8041244,231842.223120719,1098,622682,XWK-5570,ROY ST 0015 BLOCK C SIDE ( 282) 40 FT W/O 2ND AVE N,GOOD,2014/10/31 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,12681,XWK,,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,Crosswalk install date unknown. Added to inventory 10-31-14 Miller,XWK,1970/01/01 00:00:00+00,2014/10/31 00:00:00+00, ,,,CENTRAL,,-122.352950762776,47.6254431614951, ,THRPL,ROY ST,WARREN AVE N,N,282,0,2ND AVE N,Y,40,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1259112.80288473,193894.095276967,1099,525506,XWK-2439,SW BARTON ST 0340 BLOCK C SIDE ( 300) 300 FT W/O 34TH AVE SW,GOOD,2017/05/03 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,21851,XWK,Old ID # 167,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #11711 6/13/97 <br>35 AVE SW &amp; SW BARTON ST, E</p><p><br></p><p>Remarked 5/3/2017 per WO 516535</p>",XWK,1970/01/01 00:00:00+00,2013/04/24 00:00:00+00,SDOT,,,SOUTH,,-122.376615939757,47.5210693737041, ,THRPL,SW BARTON ST,34TH AVE SW,Y,300,0,35TH AVE SW,N,36,0,C,XStreet Centerline,,,,,,,,,,XWK-CD1-YEAR1,0
1267832.83367297,228150.59467721,1100,521876,XWK-1211,4TH AVE 0230 BLOCK C SIDE (  39) 39 FT NW/O BELL ST,GOOD,2014/07/01 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,6140,XWK,Old ID # 346,NW,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"4 AVE & BELL ST, N",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.34405323953,47.6154390957204,SIGNAL,THRPL,4TH AVE,BELL ST,Y,39,0,BATTERY ST,N,387,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1276284.20358123,261986.563422471,1101,521244,XWK-1822,15TH AVE NE 1100 BLOCK C SIDE (  38) 38 FT N/O NE NORTHGATE WAY,GOOD,2019/06/10 00:00:00+00,SDOT,INSVC,DISTRICT5, ,N,16,2079,XWK,Old ID # 400,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #22943 7/28/01 <br>15 AVE NE & NE NORTHGATE WAY(110 ST), N",XWK,1970/01/01 00:00:00+00,2009/02/09 00:00:00+00, ,,,NORTH,,-122.312430444381,47.7086324464252,SIGNAL,THRPL,15TH AVE NE,NE NORTHGATE WAY,Y,38,0,NE 113TH ST,N,629,0,C,XStreet Centerline,,,,,,,,,,XWK-CD5-YEAR3,0
1272552.69824898,244374.308948889,1102,651763,XWK-5801,THACKERAY PL NE 0430 BLOCK C SIDE ( 440) 440 FT N/O NE 43RD ST,GOOD,2017/07/11 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,13126,XWK,,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,<p>Installed per WO 434297</p><p><br></p><p>Remarked per WO 528218</p>,XWK,1970/01/01 00:00:00+00,2016/09/27 00:00:00+00,SDOT,,,NORTH,,-122.326196317499,47.660160234251, ,THRPL,THACKERAY PL NE,NE 43RD ST,Y,440,0,NE 44TH ST,N,20,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR1,0
1265389.63908431,231850.330059886,1103,622626,XWK-5568,ROY ST 0010 BLOCK C SIDE ( 282) 40 FT W/O WARREN AVE N,GOOD,2014/10/30 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,12680,XWK,,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,<P>Not known when crosswalk was installed. Added to inventory 10-30-14 Miller</P>,XWK,1970/01/01 00:00:00+00,2014/10/30 00:00:00+00, ,,,CENTRAL,,-122.354253556999,47.6254479897948, ,THRPL,ROY ST,1ST AVE N,N,282,0,WARREN AVE N,Y,40,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR1,0
1284267.2138619,235266.706757307,1104,524167,XWK-3803,E MADISON ST 0425 BLOCK C SIDE (  24) 24 FT NE/O E HOWE ST,GOOD,2014/08/11 00:00:00+00, ,INSVC,DISTRICT3, ,N,16,14381,XWK,Old ID # 939,C,LADER,N,N,1970/01/01 00:00:00+00,WHT,"VISUAL ASSESSMENT AR <br>MADISON ST & E HOWE ST, W",XWK,1970/01/01 00:00:00+00,2009/01/14 00:00:00+00, ,,,CENTRAL,,-122.277974164291,47.6358093045622, ,THRPL,E MADISON ST,E HOWE ST,Y,24,0,43RD AVE E,N,298,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR4,0
1275819.95943098,246071.69236514,1105,522435,XWK-4390,UNIVERSITY WAY NE 0500 BLOCK C SIDE (  31) 31 FT N/O NE 50TH ST,GOOD,2018/06/07 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,13224,XWK,Old ID # 1186,N,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"UNIVERSITY WAY NE & NE 50 ST, N",XWK,1970/01/01 00:00:00+00,2012/05/19 00:00:00+00, ,,,NORTH,,-122.313072856389,47.6649857008555, ,THRPL,UNIVERSITY WAY NE,NE 50TH ST,Y,31,0,NE 52ND ST,N,529,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR2,0
1280981.51636507,214362.62192513,1106,525058,XWK-2831,S MCCLELLAN ST 0340 BLOCK C SIDE (  25) 25 FT E/O 34TH AVE S,GOOD,2014/08/19 00:00:00+00, ,INSVC,DISTRICT2,DISTRICT3,N,16,20820,XWK,Old ID # 593,E,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"WI #13959 8/27/98 <BR>School # 59<BR>34 AVE S &amp; S MCCLELLAN ST, E",XWK,1970/01/01 00:00:00+00,2012/10/24 00:00:00+00, ,,,SOUTH,,-122.289694228962,47.5783413800568,STOPSIGN,THRPL,S MCCLELLAN ST,34TH AVE S,Y,25,0,S MOUNT BAKER WB BV,N,239,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR4,0
1260948.2916678,245880.391894713,1107,525002,XWK-2176,NW LEARY WAY 0110 BLOCK C SIDE ( 649) 48 FT E/O 14TH AVE NW,FAIR,2014/06/26 00:00:00+00, ,INSVC,DISTRICT6, ,N,16,19209,XWK,Old ID # 143,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI# 18482 10/00 <br>14 AVE NW & NW LEARY WAY, E",XWK,1970/01/01 00:00:00+00,2012/12/03 00:00:00+00, ,,,NORTH,,-122.373399155959,47.6636614825897,SIGNAL,THRPL,NW LEARY WAY,11TH AVE NW,N,649,0,14TH AVE NW,Y,48,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR4,0
1273904.46621473,237487.293523461,1108,524046,XWK-1652,E MILLER ST 0090 BLOCK C SIDE ( 291) 291 FT E/O BROADWAY E,GOOD,2017/05/17 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,14506,XWK,Old ID # 151,W,LADER,N,N,1970/01/01 00:00:00+00,WHT,"<p>WI #17908 9/14/99 <br>10 AVE E &amp; E MILLER ST, W</p><p><br></p><p>Remarked per WO 517621</p>",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00,SDOT,,,CENTRAL,,-122.320172032251,47.6413548511684, ,THRPL,E MILLER ST,BROADWAY E,Y,291,0,10TH AVE E,N,27,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR1,0
1269721.4690033,226769.146980807,1109,523147,XWK-1277,PINE ST 0050 BLOCK C SIDE (  57) 57 FT NE/O 5TH AVE,GOOD,2012/09/30 00:00:00+00, ,INSVC,DISTRICT7, ,N,16,12218,XWK,Old ID # 430,NE,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"5 AVE & PINE ST, E",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.33628794031,47.6117539721071,SIGNAL,THRPL,PINE ST,5TH AVE,Y,57,0,6TH AVE,N,265,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR2,0
1272094.34122606,228644.946378797,1110,522681,XWK-2725,BELLEVUE AVE 0164 BLOCK C SIDE ( 249) 19 FT S/O E OLIVE WAY,GOOD,2018/04/26 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,9214,XWK,Old ID # 561,S,PARSL,N,N,1970/01/01 00:00:00+00,WHT,"BELLEVUE AVE & E OLIVE WAY, S",XWK,1970/01/01 00:00:00+00,2009/01/14 00:00:00+00, ,,,CENTRAL,,-122.326817314868,47.6170221191404, ,THRPL,BELLEVUE AVE,E OLIVE ST,N,249,0,E OLIVE WAY,Y,19,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR2,0
1282554.94005547,265731.086773306,1111,705738,XWK-5930,NE 125TH ST 0372 BLOCK C SIDE (  20) 20 FT E/O 38TH AVE NE,GOOD,2019/06/16 00:00:00+00,SDOT,INSVC,DISTRICT5, ,N,16,16507,XWK,,E,LADER,N,N,2019/06/16 00:00:00+00,WHT,,XWK,2019/06/16 00:00:00+00,2019/06/16 00:00:00+00,SDOT,,,NORTH,,-122.287252306359,47.7192236942963,RFB-BCN,THRPL,NE 125TH ST,38TH AVE NE,Y,20,0,39TH AVE NE,N,237,0,C,XStreet Centerline,,,,,,,,,,,0
1275212.19030531,227464.218425304,1112,523952,XWK-1697,E MADISON ST 0140 BLOCK C SIDE (  39) 39 FT NE/O 14TH AVE,GOOD,2018/04/26 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,14344,XWK,Old ID # 258,NE,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #17698 8/22/99 <br>14 AVE & E MADISON ST, E",XWK,1970/01/01 00:00:00+00,2009/01/13 00:00:00+00, ,,,CENTRAL,,-122.314085995024,47.6139509334019,SIGNAL,THRPL,E MADISON ST,14TH AVE,Y,39,0,E PIKE ST,N,114,0,C,XStreet Centerline,,,,,,,,,,XWK-CD3-YEAR2,0
1274867.82878931,217124.934641972,1113,520763,XWK-478,14TH AVE S 0190 BLOCK C SIDE ( 283) 20 FT N/O S PLUM ST,GOOD,2014/08/19 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,1928,XWK,Old ID # 415,N,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"39146 <br> School # 6<br>14 AVE S & S PLUM  ST, N",XWK,1970/01/01 00:00:00+00,2008/10/17 00:00:00+00, ,,,SOUTH,,-122.314675043039,47.5855929697415, ,THRPL,14TH AVE S,S HOLGATE ST,N,283,0,S PLUM ST,Y,20,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR2,0
1257500.44620131,248307.63080664,1114,520923,XWK-2312,24TH AVE NW 0560 BLOCK C SIDE ( 244) 22 FT S/O NW 57TH ST,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,3591,XWK,Old ID # 299,S,LADER,N,N,1970/01/01 00:00:00+00,WHT,"24 AVE NW & NW 57 ST, S",XWK,1970/01/01 00:00:00+00,2009/01/28 00:00:00+00, ,,,NORTH,,-122.387587317424,47.6701243590401, ,THRPL,24TH AVE NW,NW 56TH ST,N,244,0,NW 57TH ST,Y,22,0,C,XStreet Centerline,,,,,,,,,,XWK-CD6-YEAR3,0
1283877.67067772,194268.929501057,1115,523202,XWK-4603,RENTON AVE S 0880 BLOCK C SIDE ( 309) 38 FT N/O S HENDERSON ST,GOOD,2014/07/29 00:00:00+00, ,INSVC,DISTRICT2, ,N,16,12524,XWK,Old ID # 1412,N,LADER,N,N,1970/01/01 00:00:00+00,WHT,"WI #31927 6/16/05 <br>RENTON AVE S & S HENDERSON ST, N",XWK,1970/01/01 00:00:00+00,2015/03/04 00:00:00+00, ,,,SOUTH,,-122.27643580217,47.5234140268211,SIGNAL,THRPL,RENTON AVE S,S TRENTON ST,N,309,0,S HENDERSON ST,Y,38,0,C,XStreet Centerline,,,,,,,,,,XWK-CD2-YEAR4,0
1270036.59599772,245670.882471219,1116,524001,XWK-2571,N 48TH ST 0170 BLOCK C SIDE ( 288) 288 FT E/O DENSMORE AVE N,GOOD,2017/07/12 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,15615,XWK,Old ID # 520,W,LADER,Y,N,1970/01/01 00:00:00+00,WHT,"<p>School # P25<br>WALLINGFORD AVE N &amp; N 48 ST, W</p><p><br></p><p>Remarked per WO 528218</p>",XWK,1970/01/01 00:00:00+00,2009/02/10 00:00:00+00,SDOT,,,NORTH,,-122.33650732065,47.6635798348153,STOPSIGN,THRPL,N 48TH ST,DENSMORE AVE N,Y,288,0,WALLINGFORD AVE N,N,22,0,C,XStreet Centerline,,,,,,,,,,XWK-CD4-YEAR1,0
1268317.27528939,229275.848004133,1117,522884,XWK-3751,DENNY WAY 0075 BLOCK C SIDE (  55) 55 FT E/O DEXTER AVE,GOOD,2019/07/23 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,10011,XWK,Old ID # 918,E,LADER,N,N,1970/01/01 00:00:00+00,WHT,"DENNY WAY & DEXTER AVE, E",XWK,1970/01/01 00:00:00+00,2009/01/22 00:00:00+00, ,,,CENTRAL,,-122.342178916765,47.6185494260916,SIGNAL,THRPL,DENNY WAY,DEXTER AVE,Y,55,0,8TH AVE,N,199,0,C,XStreet Centerline,,,,,,,,,,XWK-CD7-YEAR3,0
