X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
-122.292525636511,47.6249572269286,2802,10947,1280605.19225,231376.63837,29296,13,37453,CNTRL,E MERCER ST AND DEAD END 2,0, ,NONE,-122.292525637863,47.6249572269112
-122.317293744645,47.5845574110967,2803,13434,1274214.41132,216759.71931,31253,13,51129,GRDWM,12TH AVE S AND S HILL ST,0, ,NONE,-122.317293745995,47.584557411079
-122.248688642978,47.4993696317804,2804,19965,1290570.92487,185372.5436,38432,13,317518,SE,69TH PL S AND S 116TH PL,0, ,NONE,-122.248688644327,47.4993696317635
-122.380100170705,47.7043084216563,2805,3763,1259595.38333,260737.13606,36880,13,230101,BLRD,NW BLUE RIDGE DR AND NW ROUNDHILL S CR,0, ,NONE,-122.380100172059,47.7043084216378
-122.376615863243,47.5340869923981,2806,17373,1259208.03869,198641.51053,34053,13,69726,SW,35TH AVE SW AND SW IDA ST,1, ,NONE,-122.376615864592,47.5340869923797
-122.270378806076,47.6757551234674,2807,6291,1286411.56256,249799.97151,24877,13,7369,NE,53RD AVE NE AND NE 65TH ST,2, ,NONE,-122.270378807429,47.6757551234502
-122.282760048842,47.6560916150419,2808,8365,1283226.81504,242685.86795,27429,13,25545,NE,42ND AVE NE AND NE 38TH ST,0, ,NONE,-122.282760050194,47.6560916150246
-122.314484691197,47.523890696384,2809,18155,1274481.64332,194621.37305,35117,13,78302,GRDWM,S CONCORD ST AND DEAD END E,0, ,NONE,-122.314484692547,47.5238906963663
-122.312644254205,47.5672379720749,2810,14974,1275240.20921,210421.27118,32288,13,57311,GRDWM,16TH AVE S AND S DAKOTA ST,0, ,NONE,-122.312644255556,47.5672379720573
-122.292537678584,47.5879838068547,2811,13220,1280346.51372,217892.50344,31396,13,52102,SE,31ST AVE S AND S MASSACHUSETTS ST,3, ,NONE,-122.292537679935,47.5879838068373
-122.375348376187,47.5228598859399,2812,18179,1259439.02749,194540.80217,34940,13,76707,DLRD,34TH AVE SW AND SW HENDERSON ST,0, ,NONE,-122.375348377536,47.5228598859215
-122.36187972326,47.6589480780402,2813,7948,1263752.12932,244104.85342,26624,13,21136,LKUN-BLRD,4TH AVE NW AND NW 43RD ST,0, ,NONE,-122.361879724613,47.6589480780219
-122.363185388572,47.5336976794134,2814,17424,1262522.25924,198433.2919,33983,13,69340,DLRD,24TH AVE SW AND SW HOLDEN ST,3, ,NONE,-122.363185389921,47.5336976793952
-122.279280122528,47.707026788125,2815,3674,1284433.36096,261245.87795,36788,13,228319,N,SAND POINT WAY NE AND NE 107TH ST,2, ,NONE,-122.279280123882,47.7070267881077
-122.28274788198,47.6557497652924,2816,8403,1283227.46477,242561.1386,27430,13,25546,NE,42ND AVE NE AND NE SURBER DR,0, ,NONE,-122.282747883332,47.6557497652751
-122.351734068472,47.5175569764529,2817,18541,1265234.366,192490.85452,35068,13,77743,DLRD,13TH AVE SW AND DEAD END,0, ,NONE,-122.35173406982,47.5175569764348
-122.35737719758,47.6675145645782,2818,7052,1264923.37515,247206.99666,25324,13,12325,NW,1ST AVE NW AND NW 53RD ST,0, ,NONE,-122.357377198932,47.6675145645601
-122.267448678806,47.5168357902165,2819,18679,1286053.096,191828.32831,35473,13,81741,SE,52ND AVE S AND S ROXBURY ST,3, ,NONE,-122.267448680155,47.5168357901994
-122.392868976167,47.5194452579748,2820,18394,1255085.65405,193382.75084,34819,13,75727,SW,47TH AVE SW AND SW BRACE POINT DR,0, ,NONE,-122.392868977515,47.5194452579562
-122.33767604629,47.6635800655679,2821,7447,1269748.66155,245676.59384,25549,13,13351,LKUN,DENSMORE AVE N AND N 48TH ST,0, ,NONE,-122.337676047643,47.6635800655499
-122.402120019942,47.6801892322933,2822,5682,1253995.4033,252050.83999,23829,13,1315,BLRD,35TH AVE NW AND NW 71ST ST,0, ,NONE,-122.402120021295,47.6801892322746
-122.376220235384,47.6650497592199,2823,7240,1260263.42967,246400.6092,25447,13,12729,BLRD,15TH AVE NW AND BALLARD BR,1, ,NONE,-122.376220236737,47.6650497592015
-122.37214076551,47.5081970405496,2824,19204,1260124.46954,189177.51666,38109,13,301712,SW,31ST AVE SW AND SW 106TH ST,2, ,NONE,-122.372140766858,47.5081970405312
-122.385915303216,47.6421529265948,2825,9402,1257706.48861,238098.37354,27588,13,27123,MGNL-QA,W HALLADAY ST AND DEAD END 3,0, ,NONE,-122.385915304568,47.6421529265763
-122.346259173644,47.6254181027376,2826,10849,1267360.41681,231800.57437,28889,13,35582,MGNL-QA,ROY ST AND TAYLOR AVE N,2, ,NONE,-122.346259174996,47.6254181027196
-122.38860555338,47.6484905070082,2827,8909,1257090.15069,240423.02302,26586,13,20743,MGNL-QA,25TH AVE W AND W DRAVUS ST,2, ,NONE,-122.388605554733,47.6484905069896
-122.345063068132,47.7310386393694,2828,2541,1268412.08222,270314.12935,35722,13,219133,NW,AURORA AVE N AND N 141ST ST,1, ,NONE,-122.345063069486,47.7310386393514
-122.368543429345,47.530085567722,2829,17680,1261172.6426,197142.3392,34916,13,76502,DLRD,28TH AVE SW AND SW ELMGROVE ST,0, ,NONE,-122.368543430695,47.5300855677037
-122.324533707906,47.5798066928683,2830,13766,1272394.42642,215061.68437,166679,13,51860,GRDWM,7TH AVE S AND S LANDER ST,2, ,NONE,-122.324533709257,47.5798066928505
-122.295694942561,47.5546581300215,2831,15909,1279336.54739,205753.44705,337690,13,65261,GRDWM,29TH AVE S AND S BENNETT ST,0, ,NONE,-122.295694943911,47.554658130004
-122.327494665141,47.6024357304089,2832,12377,1271824.01772,223328.58511,507711,13,44511,DWNTN,TERRACE ST AND DEAD END 1,0, ,NONE,-122.327494666492,47.602435730391
-122.386464238984,47.5406354301344,2833,16918,1256823.90916,201078.60442,337518,13,68255,SW,PARSHALL PL SW AND SW FRONTENAC ST,0, ,NONE,-122.386464240333,47.5406354301159
-122.31957709075,47.5726885022292,2834,14361,1273567.40511,212442.0379,38490,13,57214,GRDWM,COLUMBIAN WY - I5 SB RP AND S COLUMBIAN WB WAY,1, ,NONE,-122.3195770921,47.5726885022114
-122.306497068732,47.666425984568,2835,7199,1277450.04191,246565.87742,26046,13,15717,NE,20TH AVE NE AND NE 52ND ST,3, ,NONE,-122.306497070085,47.6664259845504
-122.294320017103,47.6757800030153,2836,6245,1280514.70419,249920.09362,24702,13,6356,NE,31ST AVE NE AND NE 65TH W ST,2, ,NONE,-122.294320018456,47.6757800029979
-122.372733434932,47.6341031830733,2837,10154,1260896.64158,235097.41687,27961,13,28735,MGNL-QA,12TH AVE W AND DEAD END 1,0, ,NONE,-122.372733436284,47.6341031830549
-122.341028152612,47.6262564997232,2838,10804,1268656.1045,232081.01955,28735,13,35128,MGNL-QA,8TH AVE N AND VALLEY ST,0, ,NONE,-122.341028153964,47.6262564997052
-122.405475382785,47.5622678271538,2839,15223,1252290.36829,209063.03911,31775,13,53351,SW,BEACH DR SW AND SW SNOQUALMIE ST,2, ,NONE,-122.405475384135,47.562267827135
-122.392984200145,47.63157569271,2840,10355,1255886.06186,234276.19063,27753,13,27789,MGNL-QA,28TH AVE W AND DEAD END 1,0, ,NONE,-122.392984201497,47.6315756926914
-122.343384572802,47.7304918535504,2841,2563,1268821.15794,270106.6091,35736,13,219149,NW,LENORA PL N AND N 140TH ST,0, ,NONE,-122.343384574157,47.7304918535324
-122.346034762458,47.7050552960058,2842,3745,1267986.70955,260842.80109,36426,13,225738,NW,WHITMAN AVE N AND N 105TH ST,1, ,NONE,-122.346034763812,47.7050552959877
-122.316081678386,47.5601855168429,2843,15428,1274342.20421,207865.59066,33068,13,64111,GRDWM,13TH AVE S AND S ANGELINE ST,0, ,NONE,-122.316081679736,47.5601855168252
-122.348338625856,47.6365557481716,2844,9978,1266927.70693,235872.50193,28140,13,29742,MGNL-QA,BIGELOW AVE N AND NEWTON ST,0, ,NONE,-122.348338627208,47.6365557481535
-122.390173276221,47.524835464842,2845,18022,1255791.39127,195335.02092,34797,13,75701,SW,45TH AVE SW AND SW TRENTON ST,0, ,NONE,-122.39017327757,47.5248354648235
-122.387658856877,47.5867898915763,2846,13210,1256868.91344,217916.65756,31117,13,48517,SW,44TH AVE SW AND SW HOLGATE ST,0, ,NONE,-122.387658858227,47.5867898915577
-122.272412733804,47.658010206627,2847,8172,1285789.54605,243337.72715,27344,13,25147,NE,NE 41ST ST AND NE LATIMER W PL,0, ,NONE,-122.272412735157,47.6580102066098
-122.316825108562,47.6253462684709,2848,10873,1274616.83615,231633.0792,28985,13,36145,E,12TH AVE E AND E ROY ST,2, ,NONE,-122.316825109914,47.6253462684532
-122.26815304856,47.5335548513829,2849,17518,1285992.7673,197929.03949,34658,13,74727,SE,52ND AVE S AND DEAD END 3 ,0, ,NONE,-122.268153049909,47.5335548513658
-122.312032484059,47.6597814755556,2850,7932,1276039.79398,244168.79224,27078,13,23118,NE,15TH AVE NE AND NE 43RD ST,1, ,CITY,-122.312032485412,47.6597814755379
-122.340342575176,47.6697733935981,2851,6817,1269135.95269,247948.12997,25494,13,13252,LKUN-NW,GREEN LAKE TURN RD AND WEST GREEN LAKE WAY N,2, ,NONE,-122.340342576529,47.6697733935801
-122.285764317091,47.6703186356519,2852,6834,1282584.48339,247888.43256,26208,13,16526,NE,39TH AVE NE AND NE 57TH ST,0, ,NONE,-122.285764318443,47.6703186356345
-122.284883615421,47.673967229812,2853,6463,1282826.53549,249214.98463,26184,13,16502,NE,40TH AVE NE AND NE 62ND ST,3, ,NONE,-122.284883616774,47.6739672297947
-122.416203091114,47.6426357099379,2854,9298,1250245.23856,238426.53098,27558,13,26531,MGNL-QA,PERKINS LN W AND W RAYE ST,0, ,NONE,-122.416203092466,47.642635709919
-122.27946478954,47.669457411775,2855,6943,1284130.39802,247545.1148,26127,13,16148,NE,45TH AVE NE AND NE 56TH ST,0, ,NONE,-122.279464790893,47.6694574117577
-122.294087766101,47.6775969837041,2856,6064,1280584.4903,250581.6606,24691,13,6345,NE,31ST AVE NE AND NE 68TH ST,0, ,NONE,-122.294087767454,47.6775969836866
-122.378380777666,47.5119833338914,2857,18934,1258610.28125,190589.24402,37990,13,300131,SW,37TH AVE SW AND SW 102ND E ST,0, ,NONE,-122.378380779015,47.511983333873
-122.354810407091,47.5519178742191,2858,16084,1264722.11256,205037.06791,33059,13,63704,DLRD,16TH AVE SW AND SW FINDLAY ST,2, ,NONE,-122.354810408441,47.551917874201
-122.302311192973,47.5775298602875,2859,13938,1277862.32991,214125.84616,31633,13,52746,GRDWM,HARRIS PL S AND S FOREST ST,0, ,NONE,-122.302311194323,47.5775298602699
-122.400945450784,47.6450042108482,2860,9137,1254023.26403,239213.31575,27454,13,26119,MGNL-QA,34TH AVE W AND W ARMOUR ST,2, ,NONE,-122.400945452136,47.6450042108295
-122.283234054964,47.7182579810001,2861,3122,1283537.22221,265360.22957,36798,13,228502,N,42ND AVE NE AND NE 124TH ST,0, ,NONE,-122.283234056318,47.7182579809828
-122.394486483974,47.575704346749,2862,13989,1255102.32451,213907.97378,31935,13,54506,SW,49TH AVE SW AND SW HANFORD ST,3, ,NONE,-122.394486485325,47.5757043467304
-122.367541531218,47.6435856252571,2863,9284,1262245.42263,238530.03562,27892,13,28544,MGNL-QA,8TH AVE W AND W BOTHWELL ST,2, ,NONE,-122.36754153257,47.6435856252387
-122.353128754044,47.5283040943137,2864,17831,1264967.2108,196417.06432,35006,13,77517,DLRD,14TH AVE SW AND SW THISTLE W ST,0, ,NONE,-122.353128755393,47.5283040942955
-122.356641952063,47.6906027362735,2865,4862,1265271.19416,255623.54015,37186,13,231346,NW,PALATINE AVE N AND N 85TH ST,1, ,CITY,-122.356641953416,47.6906027362553
-122.284852951797,47.6711970243403,2866,6761,1282815.03085,248204.54546,26203,13,16521,NE,40TH AVE NE AND NE 58TH ST,3, ,NONE,-122.28485295315,47.6711970243229
-122.395379321436,47.5399162232352,2867,16960,1254617.03632,200860.88231,33878,13,68551,SW,LINCOLN PARK WAY SW AND MURRAY AVE SW,2, ,NONE,-122.395379322786,47.5399162232166
-122.37677388523,47.6813816426946,2868,5621,1260246.50526,252359.46105,23909,13,2315,BLRD,15TH AVE NW AND NW 73RD ST,1, ,NONE,-122.376773886583,47.6813816426762
-122.333163573344,47.6744534080315,2869,6342,1270937.68171,249620.36242,25813,13,14504,LKUN-NW,WOODLAWN AVE N AND N 63RD N ST,3, ,NONE,-122.333163574697,47.6744534080136
-122.272696410279,47.6721303055632,2870,6678,1285815.97651,248488.66271,26110,13,16124,NE,51ST AVE NE AND NE 60TH ST,0, ,NONE,-122.272696411632,47.672130305546
-122.266331709762,47.5232978674382,2871,18248,1286372.95162,194179.91769,35442,13,81702,SE,53RD AVE S AND S HENDERSON ST,2, ,NONE,-122.266331711111,47.5232978674211
-122.38861968444,47.696050790455,2872,4359,1257437.25341,257767.92032,37038,13,230724,BLRD,25TH AVE NW AND NW 92ND ST,0, ,NONE,-122.388619685793,47.6960507904365
-122.309482068211,47.694869010112,2873,4558,1276913.6679,256953.11123,37747,13,234722,N,17TH AVE NE AND NE 91ST ST,0, ,NONE,-122.309482069565,47.6948690100943
-122.359503655124,47.7104606650981,2874,3456,1264710.17476,262879.58343,36249,13,224316,NW,2ND AVE NW AND NW 112TH W ST,0, ,NONE,-122.359503656478,47.7104606650799
-122.30131815144,47.7002563645812,2875,4137,1278961.27878,258879.42368,37625,13,234120,N,RAVENNA AVE NE AND NE 98TH ST,3, ,NONE,-122.301318152794,47.7002563645637
-122.278076347432,47.5519256144821,2876,16147,1283667.63091,204674.72833,33503,13,66316,SE,RAINIER AVE S AND S FINDLAY ST,1, ,NONE,-122.278076348782,47.5519256144649
-122.36065903656,47.6920510510457,2877,4740,1264292.51972,256171.34047,37176,13,231335,NW,3RD AVE NW AND NW 87TH S ST,2, ,NONE,-122.360659037913,47.6920510510275
-122.385513985243,47.5905869260352,2878,12965,1257426.04676,219290.71861,30994,13,48105,SW,42ND AVE SW AND SW ATLANTIC W ST,0, ,NONE,-122.385513986594,47.5905869260167
-122.271951964217,47.5398009162646,2879,17085,1285097.07091,200224.50599,34439,13,73147,SE,S FRONTENAC ST AND DEAD END 2,0, ,NONE,-122.271951965566,47.5398009162474
-122.317159290687,47.5571443277797,2880,15669,1274054.79865,206761.60577,33081,13,64124,GRDWM,12TH AVE S AND S HUDSON ST,0, ,NONE,-122.317159292037,47.5571443277619
-122.329435617733,47.6022897555718,2881,12403,1271344.23173,223284.65116,30529,13,44567,DWNTN,4TH AVE AND DILLING WAY,1, ,NONE,-122.329435619084,47.6022897555539
-122.322129910572,47.6152260786865,2882,11600,1273237.52863,227967.53654,29735,13,40110,E,HARVARD AVE AND E PINE ST,2, ,CITY,-122.322129911923,47.6152260786688
-122.300325377389,47.5844968066494,2883,13457,1278400.82489,216657.33339,31440,13,52148,SE,25TH AVE S AND S HILL ST,0, ,NONE,-122.30032537874,47.5844968066319
-122.278153375957,47.5460098409577,2884,16609,1283608.10221,202517.59911,33546,13,66363,SE,44TH AVE S AND S GRAHAM ST,2, ,NONE,-122.278153377306,47.5460098409404
-122.388691510274,47.6813108730035,2885,5604,1257310.9105,252392.75282,24006,13,2714,BLRD,25TH AVE NW AND NW 73RD ST,0, ,NONE,-122.388691511628,47.6813108729849
-122.379170921552,47.6653324514685,2886,7213,1259538.57642,246518.29496,25173,13,11325,BLRD,RUSSELL AVE NW AND NW DOCK PL,0, ,NONE,-122.379170922904,47.66533245145
-122.387910812911,47.5322795620387,2887,17505,1256405.11645,198038.51277,33926,13,68746,SW,SW KENYON ST AND DEAD END 5,0, ,NONE,-122.38791081426,47.5322795620201
-122.361828176217,47.524690117288,2888,18070,1262792.21099,195141.63571,34862,13,76305,DLRD,22ND AVE SW AND SW TRENTON ST,3, ,NONE,-122.361828177566,47.5246901172698
-122.315344898884,47.5698638361512,2889,14741,1274592.0661,211391.74363,32254,13,57126,GRDWM,S CHARLESTOWN ST AND DEAD END 2,0, ,NONE,-122.315344900235,47.5698638361335
-122.345653456485,47.6140398229854,2890,11666,1267428.19819,227648.03856,29702,13,39557,DWNTN,2ND AVE AND BELL ST,1, ,CITY,-122.345653457836,47.6140398229673
-122.363163807016,47.5355180892596,2891,17283,1262540.78878,199097.07635,33972,13,69326,DLRD,24TH AVE SW AND SW WEBSTER ST,0, ,NONE,-122.363163808365,47.5355180892414
-122.355926158263,47.5557516410084,2892,15749,1264474.30507,206440.66702,32939,13,62121,DLRD,17TH AVE SW AND SW DAWSON ST,2, ,NONE,-122.355926159613,47.5557516409902
-122.402527749405,47.6595274040942,2893,7844,1253741.31792,244517.72459,26353,13,19146,MGNL-QA,35TH AVE W AND DEAD END 3,0, ,NONE,-122.402527750757,47.6595274040754
-122.29738617139,47.5395773698166,2894,17078,1278814.3614,200261.45011,34320,13,72157,GRDWM,BEACON WR AVE S AND S AVON CREST PL,2, ,NONE,-122.29738617274,47.5395773697991
-122.29415911741,47.5796469194672,2895,13799,1279888.73657,214859.63714,31474,13,52316,SE,30TH AVE S AND S LANDER ST,0, ,NONE,-122.29415911876,47.5796469194498
-122.388973016002,47.641162977255,2896,9500,1256945.56855,237752.56926,27653,13,27534,MGNL-QA,25TH AVE W AND W SMITH ST,0, ,NONE,-122.388973017354,47.6411629772365
-122.326630377991,47.5755726687565,2897,14080,1271847.07461,213527.58517,31390,13,51855,GRDWM,S HANFORD ST AND DEAD END 2,0, ,NONE,-122.326630379342,47.5755726687386
-122.403569707835,47.6613062054055,2898,7605,1253497.83606,245171.6725,26332,13,19107,MGNL-QA,36TH AVE W AND W FORT ST,0, ,NONE,-122.403569709188,47.6613062053868
-122.395677320253,47.6751804470721,2899,6169,1255545.05219,250191.89778,25200,13,11506,BLRD,30TH AVE NW AND NW 64TH ST,0, ,NONE,-122.395677321606,47.6751804470535
-122.304830580365,47.6375289635742,2900,9940,1277659.05414,236019.30897,28444,13,31722,NE,22ND AVE E AND E BLAINE ST,0, ,NONE,-122.304830581717,47.6375289635567
-122.255914323516,47.5076437313732,2901,19379,1288840.88122,188423.06162,38241,13,306322,SE,62ND AVE S AND RENTON AVE S,2, ,NONE,-122.255914324865,47.5076437313562
-122.241402119306,47.5014781541211,2902,19808,1292385.86887,186108.49061,38431,13,317514,SE,CORNELL AVE S AND S 114TH ST,3, ,NONE,-122.241402120654,47.5014781541042
-122.298704281727,47.5980778113752,2903,12648,1278895.14502,221602.68969,30610,13,45149,CNTRL,26TH AVE S AND S KING ST,0, ,NONE,-122.298704283078,47.5980778113577
-122.281661472732,47.6212895616866,2904,11218,1283258.61229,229988.43178,29468,13,38732,E,40TH AVE E AND DEAD END,0, ,NONE,-122.281661474083,47.6212895616693
-122.359004691971,47.6541470457376,2905,8478,1264425.78539,242339.88702,26672,13,21304,LKUN,2ND AVE NW AND NW 39TH ST,2, ,NONE,-122.359004693324,47.6541470457194
-122.277010308028,47.6905965241623,2906,4938,1284879.68621,255243.23398,37848,13,235357,NE,INVERNESS DR NE AND NE 85TH ST,0, ,NONE,-122.277010309382,47.6905965241451
-122.378955907131,47.6924236735743,2907,4678,1259790.00554,256397.19443,36967,13,230338,BLRD,17TH AVE NW AND NW 87TH ST,0, ,NONE,-122.378955908484,47.6924236735558
-122.37171789703,47.6335267990358,2908,10196,1261142.7738,234882.20714,27966,13,28740,MGNL-QA,11TH AVE W AND W GARFIELD ST,0, ,NONE,-122.371717898382,47.6335267990175
-122.365562761992,47.5551344622756,2909,15783,1262090.76894,206262.81127,32943,13,62252,DLRD,26TH AVE SW AND PUGET BLVD SW,0, ,NONE,-122.365562763342,47.5551344622573
-122.321396631871,47.5818848104618,2910,13639,1273183.20389,215804.58101,31290,13,51306,GRDWM,AIRPORT WAY S AND S STACY ST,1, ,NONE,-122.321396633222,47.581884810444
-122.334198762452,47.5839788578837,2911,13467,1270039.10968,216629.62498,31350,13,51512,GRDWM,1ST AVE S AND S WALKER ST,1, ,NONE,-122.334198763803,47.5839788578658
-122.323756785019,47.5975108862498,2912,12667,1272711.20594,221514.62978,30526,13,44562,DWNTN,7TH AVE S AND S WELLER ST,0, ,NONE,-122.32375678637,47.597510886232
-122.277808272724,47.6934161457603,2913,4702,1284702.49683,256275.24319,37858,13,235457,NE,46TH AVE NE AND NE 89TH ST,0, ,NONE,-122.277808274078,47.6934161457431
-122.321946628687,47.650036585271,2914,8857,1273528.32799,240661.95524,27168,13,23454,NE,E MARTIN ST AND DEAD END,0, ,NONE,-122.321946630039,47.6500365852532
-122.26616606156,47.6721133879153,2915,6695,1287424.48852,248452.47045,26293,13,17528,NE,57TH AVE NE AND NE 60TH ST,0, ,NONE,-122.266166062913,47.6721133878982
-122.35960010497,47.723254556431,2916,2863,1264778.98372,267545.92148,35632,13,218325,NW,2ND AVE NW AND NW 130TH ST,3, ,NONE,-122.359600106325,47.7232545564128
-122.352613011889,47.6916810167169,2917,4765,1266271.03723,255997.16959,37458,13,232735,NW,DAYTON AVE N AND N 86TH ST,0, ,NONE,-122.352613013242,47.6916810166988
-122.317363375163,47.6733347760503,2918,6479,1274821.66329,249136.94021,25716,13,14121,NE,ROOSEVELT WAY NE AND NE 62ND ST,1, ,NONE,-122.317363376516,47.6733347760326
-122.289346307995,47.5715824099862,2919,14616,1281020.73094,211896.0027,32679,13,59655,SE,S SPOKANE ST AND DEAD END 3,0, ,NONE,-122.289346309345,47.5715824099688
-122.390629632171,47.5556722491603,2920,15696,1255906.26435,206583.17582,32871,13,61532,SW,46TH AVE SW AND ERSKINE E WAY SW,3, ,NONE,-122.39062963352,47.5556722491417
-122.328620478268,47.7104675892676,2921,3475,1272311.95397,262732.86035,36581,13,226714,N-NW,1ST AVE NE AND 1ST PL NE,3, ,NONE,-122.328620479622,47.7104675892497
-122.313379011436,47.5845443495194,2922,13438,1275180.25324,216736.35163,31256,13,51132,GRDWM,15TH AVE S AND S HILL ST,2, ,NONE,-122.313379012786,47.5845443495017
-122.306214556203,47.5541559418922,2923,15953,1276735.89945,205619.83527,33347,13,65553,GRDWM,21ST AVE S AND S BRANDON ST,0, ,NONE,-122.306214557553,47.5541559418746
-122.267651761153,47.5305926212366,2924,17735,1286096.44167,196846.40141,35407,13,81502,SE,DUNCAN AVE S AND DEAD END,0, ,NONE,-122.267651762502,47.5305926212195
-122.319581707312,47.6016983192474,2925,12434,1273770.61689,223021.85359,30412,13,44121,E,10TH AVE AND E YESLER WAY,2, ,NONE,-122.319581708663,47.6016983192296
-122.373001851891,47.6795401767676,2926,5786,1261162.04574,251669.27993,24181,13,3731,BLRD,13TH AVE NW AND NW 70TH W ST,0, ,NONE,-122.373001853244,47.6795401767492
-122.4028165208,47.5711291647174,2927,14396,1253012.6065,212281.27374,31701,13,53126,SW,55TH AVE SW AND SW ORLEANS N ST,0, ,NONE,-122.40281652215,47.5711291646987
-122.34475548415,47.6497560944735,2928,8856,1267905.4933,240669.23511,27040,13,22736,LKUN,ALBION PL N AND N 35TH ST,3, ,NONE,-122.344755485503,47.6497560944555
-122.399777092355,47.6782128427752,2929,5874,1254557.75696,251318.31365,23844,13,1333,BLRD,33RD AVE NW AND NW 68TH ST,0, ,NONE,-122.399777093709,47.6782128427565
-122.30398577039,47.5538463192756,2930,15969,1277284.00134,205496.39156,33352,13,65702,GRDWM,23RD AVE S AND S BRANDON ST,0, ,NONE,-122.30398577174,47.553846319258
-122.299433999569,47.637904729212,2931,9921,1278991.88435,236130.95876,28373,13,31311,NE,26TH AVE E AND E NEWTON ST,0, ,NONE,-122.299434000921,47.6379047291945
-122.370079730126,47.7033519859218,2932,3844,1262055.16779,260338.90425,37200,13,231514,BLRD,11TH AVE NW AND NW 103RD ST,0, ,NONE,-122.37007973148,47.7033519859035
-122.306690519655,47.6424497159587,2933,9473,1277234.95506,237822.67332,28427,13,31612,NE,E LOUISA ST AND DEAD END 2,0, ,NONE,-122.306690521007,47.6424497159411
-122.271568052307,47.6688774701277,2934,7022,1286071.75226,247297.14911,26131,13,16152,NE,CONISTON RD NE AND DEAD END W,0, ,NONE,-122.27156805366,47.6688774701106
-122.345097103864,47.7341284283321,2935,2394,1268425.84658,271441.12942,35704,13,219115,NW,AURORA AVE N AND N 145TH ST,1, ,CITY,-122.345097105219,47.7341284283141
-122.316132555847,47.5541925171281,2936,15940,1274287.52671,205680.20212,33094,13,64137,GRDWM,13TH AVE S AND S BRANDON ST,0, ,NONE,-122.316132557196,47.5541925171104
-122.355551842686,47.7255028435616,2937,2772,1265791.4138,268346.12756,35818,13,219707,NW,GREENWOOD AVE N AND N 133RD ST,1, ,NONE,-122.35555184404,47.7255028435434
-122.32391190469,47.6775643331993,2938,6035,1273238.49631,250710.62751,24594,13,5738,NW,NE 68TH ST AND NE RAVENNA EB BV,2, ,NONE,-122.323911906043,47.6775643331815
-122.327105332562,47.6420310076427,2939,9491,1272200.37842,237766.98308,28305,13,30520,LKUN,YALE AVE E AND E LOUISA ST,0, ,NONE,-122.327105333914,47.6420310076248
-122.310895099003,47.6776009513083,2940,6043,1276444.8213,250662.14725,24785,13,6730,NE,16TH AVE NE AND NE 68TH ST,0, ,NONE,-122.310895100356,47.6776009512907
-122.267167920355,47.5295395141096,2941,17815,1286208.79418,196460.10432,35412,13,81508,SE,DUNCAN AVE S AND S ROSE ST,0, ,NONE,-122.267167921704,47.5295395140925
-122.365059783666,47.5718636493552,2942,14372,1262336.39326,212361.35131,286994,13,55276,SW,26TH AVE SW AND ALKI TRL,0, ,NONE,-122.365059785016,47.5718636493369
-122.296881384937,47.549935253536,2943,16294,1279010.87084,204036.58791,33271,13,65325,GRDWM,28TH AVE S AND S JUNEAU ST,0, ,NONE,-122.296881386287,47.5499352535186
-122.346370966359,47.5714797622821,2944,14465,1266946.05445,212130.09345,32206,13,56612,GRDWM,SW KLICKITAT SR WAY AND SW SPOKANE ST,2, ,NONE,-122.346370967709,47.571479762264
-122.317046784381,47.5516887999316,2945,16134,1274044.20921,204771.4546,490925,13,64452,GRDWM,I5 SB AND ALBRO PL OFF RP,5, ,NONE,-122.31704678573,47.5516887999139
-122.292585470971,47.5603483879818,2946,47038,1280143.58841,207814.10625,516435,13,65263,SE,31ST AVE S AND DEAD END 2,0, ,NONE,-122.292585472321,47.5603483879643
-122.303649155582,47.5420269537548,2947,16896,1277284.74246,201184.30067,490905,13,72659,GRDWM,I5 NB AND SWIFT AV OFF RP,5, ,NONE,-122.303649156932,47.5420269537372
-122.32904354053,47.7107075450881,2948,3466,1272209.52018,262822.39584,492921,13,226858,N-NW,1ST AV NE I5 NB ON RP AND NORTHGATE I5 NB ON RP,5, ,NONE,-122.329043541884,47.7107075450702
-122.347278358139,47.6795952822109,2949,5830,1267497.88574,251563.66585,24341,13,4730,NW,LINDEN AVE N AND N 70TH ST,2, ,NONE,-122.347278359492,47.6795952821928
-122.390512779692,47.5840404813838,2950,13405,1256144.47927,216928.21109,31137,13,48540,SW,46TH AVE SW AND SW WALKER ST,0, ,NONE,-122.390512781042,47.5840404813652
-122.391718226189,47.5175407325004,2951,18501,1255355.87639,192682.42931,34827,13,75739,SW,46TH AVE SW AND SW ROXBURY E ST,0, ,NONE,-122.391718227538,47.5175407324818
-122.367527332052,47.6493035540196,2952,8867,1262290.49963,240615.2547,26765,13,21733,MGNL-QA,8TH AVE W AND W CREMONA ST,0, ,NONE,-122.367527333405,47.6493035540012
-122.351016706686,47.6589559738521,2953,7985,1266428.70328,244054.75294,26951,13,22534,LKUN,EVANSTON AVE N AND N 43RD ST,3, ,NONE,-122.351016708038,47.658955973834
